device-id,timestamp,timestamp-ms,type,value
0034C91E,2019-10-21T09:39:07Z,1571650747000,CO2,756
0034C91E,2019-10-21T09:39:07Z,1571650747000,humidity,46
0034C91E,2019-10-21T09:39:07Z,1571650747000,temperature,23.9
0034C91E,2019-10-21T09:46:11Z,1571651171000,CO2,732
0034C91E,2019-10-21T09:46:11Z,1571651171000,humidity,46
0034C91E,2019-10-21T09:46:11Z,1571651171000,temperature,24
0034C91E,2019-10-21T09:53:17Z,1571651597000,CO2,740
0034C91E,2019-10-21T09:53:17Z,1571651597000,humidity,46
0034C91E,2019-10-21T09:53:17Z,1571651597000,temperature,23.9
0034C91E,2019-10-21T10:00:23Z,1571652023000,CO2,731
0034C91E,2019-10-21T10:00:23Z,1571652023000,humidity,46
0034C91E,2019-10-21T10:00:23Z,1571652023000,temperature,23.9
0034C91E,2019-10-21T10:07:29Z,1571652449000,CO2,740
0034C91E,2019-10-21T10:07:29Z,1571652449000,humidity,46
0034C91E,2019-10-21T10:07:29Z,1571652449000,temperature,24
0034C91E,2019-10-21T10:14:35Z,1571652875000,CO2,728
0034C91E,2019-10-21T10:14:35Z,1571652875000,humidity,46
0034C91E,2019-10-21T10:14:35Z,1571652875000,temperature,24
0034C91E,2019-10-21T10:21:42Z,1571653302000,CO2,748
0034C91E,2019-10-21T10:21:42Z,1571653302000,humidity,46
0034C91E,2019-10-21T10:21:42Z,1571653302000,temperature,24
0034C91E,2019-10-21T10:28:47Z,1571653727000,CO2,761
0034C91E,2019-10-21T10:28:47Z,1571653727000,humidity,46
0034C91E,2019-10-21T10:28:47Z,1571653727000,temperature,24.1
0034C91E,2019-10-21T10:35:53Z,1571654153000,CO2,764
0034C91E,2019-10-21T10:35:53Z,1571654153000,humidity,46
0034C91E,2019-10-21T10:35:53Z,1571654153000,temperature,24.1
0034C91E,2019-10-21T10:42:59Z,1571654579000,CO2,780
0034C91E,2019-10-21T10:42:59Z,1571654579000,humidity,46
0034C91E,2019-10-21T10:42:59Z,1571654579000,temperature,24.2
0034C91E,2019-10-21T10:50:08Z,1571655008000,CO2,766
0034C91E,2019-10-21T10:50:08Z,1571655008000,humidity,46
0034C91E,2019-10-21T10:50:08Z,1571655008000,temperature,24.2
0034C91E,2019-10-21T10:57:14Z,1571655434000,CO2,765
0034C91E,2019-10-21T10:57:14Z,1571655434000,humidity,46
0034C91E,2019-10-21T10:57:14Z,1571655434000,temperature,24.2
0034C91E,2019-10-21T11:04:18Z,1571655858000,CO2,757
0034C91E,2019-10-21T11:04:18Z,1571655858000,humidity,46
0034C91E,2019-10-21T11:04:18Z,1571655858000,temperature,24.3
0034C91E,2019-10-21T11:11:26Z,1571656286000,CO2,756
0034C91E,2019-10-21T11:11:26Z,1571656286000,humidity,46
0034C91E,2019-10-21T11:11:26Z,1571656286000,temperature,24.3
0034C91E,2019-10-21T11:18:30Z,1571656710000,CO2,761
0034C91E,2019-10-21T11:18:30Z,1571656710000,humidity,46
0034C91E,2019-10-21T11:18:30Z,1571656710000,temperature,24.3
0034C91E,2019-10-21T11:25:36Z,1571657136000,CO2,794
0034C91E,2019-10-21T11:25:36Z,1571657136000,humidity,46
0034C91E,2019-10-21T11:25:36Z,1571657136000,temperature,24.4
0034C91E,2019-10-21T11:32:41Z,1571657561000,CO2,776
0034C91E,2019-10-21T11:32:41Z,1571657561000,humidity,46
0034C91E,2019-10-21T11:32:41Z,1571657561000,temperature,24.4
0034C91E,2019-10-21T11:39:47Z,1571657987000,CO2,771
0034C91E,2019-10-21T11:39:47Z,1571657987000,humidity,46
0034C91E,2019-10-21T11:39:47Z,1571657987000,temperature,24.4
0034C91E,2019-10-21T11:46:53Z,1571658413000,CO2,763
0034C91E,2019-10-21T11:46:53Z,1571658413000,humidity,46
0034C91E,2019-10-21T11:46:53Z,1571658413000,temperature,24.4
0034C91E,2019-10-21T11:54:02Z,1571658842000,CO2,750
0034C91E,2019-10-21T11:54:02Z,1571658842000,humidity,46
0034C91E,2019-10-21T11:54:02Z,1571658842000,temperature,24.4
0034C91E,2019-10-21T12:01:08Z,1571659268000,CO2,757
0034C91E,2019-10-21T12:01:08Z,1571659268000,humidity,46
0034C91E,2019-10-21T12:01:08Z,1571659268000,temperature,24.5
0034C91E,2019-10-21T12:08:12Z,1571659692000,CO2,777
