device-id	timestamp	timestamp-ms	temperature	humidity	CO2
0034C864	2019-10-21T09:36:08Z	1571650568000	0.8579881656804733	0.5428571428571428	0.18755935422602088
0034C864	2019-10-21T09:43:27Z	1571651007000	0.8579881656804733	0.5428571428571428	0.18945868945868946
0034C864	2019-10-21T09:50:48Z	1571651448000	0.863905325443787	0.5428571428571428	0.18755935422602088
0034C864	2019-10-21T09:58:07Z	1571651887000	0.8579881656804733	0.5428571428571428	0.18945868945868946
0034C864	2019-10-21T10:05:26Z	1571652326000	0.8579881656804733	0.5428571428571428	0.18471035137701805
0034C864	2019-10-21T10:12:46Z	1571652766000	0.863905325443787	0.5428571428571428	0.17663817663817663
0034C864	2019-10-21T10:20:05Z	1571653205000	0.863905325443787	0.5428571428571428	0.18233618233618235
0034C864	2019-10-21T10:27:25Z	1571653645000	0.863905325443787	0.5428571428571428	0.1818613485280152
0034C864	2019-10-21T10:34:45Z	1571654085000	0.8698224852071005	0.5428571428571428	0.18566001899335233
0034C864	2019-10-21T10:42:04Z	1571654524000	0.8698224852071005	0.5428571428571428	0.18518518518518517
0034C864	2019-10-21T10:49:24Z	1571654964000	0.8757396449704141	0.5428571428571428	0.18518518518518517
0034C864	2019-10-21T10:56:44Z	1571655404000	0.8757396449704141	0.5428571428571428	0.18471035137701805
0034C864	2019-10-21T11:04:03Z	1571655843000	0.8757396449704141	0.5428571428571428	0.18376068376068377
0034C864	2019-10-21T11:11:22Z	1571656282000	0.8757396449704141	0.5428571428571428	0.18471035137701805
0034C864	2019-10-21T11:19:24Z	1571656764000	0.8816568047337279	0.5428571428571428	0.18850902184235518
0034C864	2019-10-21T11:26:43Z	1571657203000	0.8816568047337279	0.5428571428571428	0.18328584995251662
0034C864	2019-10-21T11:34:03Z	1571657643000	0.8875739644970413	0.5428571428571428	0.19230769230769232
0034C864	2019-10-21T11:41:22Z	1571658082000	0.8875739644970413	0.5428571428571428	0.18613485280151948
0034C864	2019-10-21T11:48:42Z	1571658522000	0.8875739644970413	0.5428571428571428	0.18091168091168092
0034C864	2019-10-21T11:56:01Z	1571658961000	0.8875739644970413	0.5428571428571428	0.17901234567901234
0034C864	2019-10-21T12:03:21Z	1571659401000	0.893491124260355	0.5428571428571428	0.1818613485280152
0034C864	2019-10-21T12:10:41Z	1571659841000	0.9171597633136094	0.8	0.2241215574548908
0034C864	2019-10-21T12:17:59Z	1571660279000	0.9467455621301774	0.6	0.17331433998100665
0034C864	2019-10-21T12:25:20Z	1571660720000	0.9585798816568045	0.6	0.1889838556505223
0034C864	2019-10-21T12:32:39Z	1571661159000	0.9704142011834319	0.5714285714285714	0.16951566951566951
0034C864	2019-10-21T12:39:58Z	1571661598000	0.9704142011834319	0.5714285714285714	0.1623931623931624
0034C864	2019-10-21T12:47:18Z	1571662038000	0.9704142011834319	0.5714285714285714	0.1671415004748338
0034C864	2019-10-21T12:54:38Z	1571662478000	0.9704142011834319	0.5714285714285714	0.22127255460588793
0034C864	2019-10-21T13:01:58Z	1571662918000	0.9585798816568045	0.5714285714285714	0.2127255460588794
0034C864	2019-10-21T13:09:17Z	1571663357000	0.9467455621301774	0.5714285714285714	0.18755935422602088
0034C864	2019-10-21T13:16:36Z	1571663796000	0.9408284023668639	0.5714285714285714	0.17711301044634378
0034C864	2019-10-21T13:23:58Z	1571664238000	0.9408284023668639	0.5714285714285714	0.15954415954415954
0034C864	2019-10-21T13:31:18Z	1571664678000	0.9349112426035502	0.5714285714285714	0.1600189933523267
0034C864	2019-10-21T13:38:36Z	1571665116000	0.9349112426035502	0.5714285714285714	0.14814814814814814
0034C864	2019-10-21T13:45:55Z	1571665555000	0.9349112426035502	0.5714285714285714	0.14482431149097816
0034C864	2019-10-21T13:53:16Z	1571665996000	0.9289940828402365	0.5714285714285714	0.14245014245014245
0034C864	2019-10-21T14:00:34Z	1571666434000	0.9289940828402365	0.5714285714285714	0.14909781576448244
0034C864	2019-10-21T14:07:54Z	1571666874000	0.9289940828402365	0.5714285714285714	0.14245014245014245
0034C864	2019-10-21T14:15:14Z	1571667314000	0.923076923076923	0.5714285714285714	0.14719848053181386
0034C864	2019-10-21T14:22:34Z	1571667754000	0.923076923076923	0.5714285714285714	0.14814814814814814
0034C864	2019-10-21T14:29:54Z	1571668194000	0.923076923076923	0.5714285714285714	0.14909781576448244
0034C864	2019-10-21T14:37:13Z	1571668633000	0.923076923076923	0.5428571428571428	0.1533713200379867
0034C864	2019-10-21T14:44:33Z	1571669073000	0.9171597633136094	0.5714285714285714	0.15527065527065528
0034C864	2019-10-21T14:51:52Z	1571669512000	0.9112426035502958	0.5714285714285714	0.15954415954415954
0034C864	2019-10-21T14:59:12Z	1571669952000	0.9053254437869822	0.5714285714285714	0.15052231718898385
0034C864	2019-10-21T15:06:32Z	1571670392000	0.9053254437869822	0.5714285714285714	0.14150047483380818
0034C864	2019-10-21T15:13:51Z	1571670831000	0.8994082840236685	0.5714285714285714	0.1486229819563153
0034C864	2019-10-21T15:21:10Z	1571671270000	0.8994082840236685	0.5714285714285714	0.14150047483380818
0034C864	2019-10-21T15:28:31Z	1571671711000	0.893491124260355	0.5714285714285714	0.1339031339031339
0034C864	2019-10-21T15:35:50Z	1571672150000	0.893491124260355	0.5714285714285714	0.13200379867046533
0034C864	2019-10-21T15:43:09Z	1571672589000	0.8875739644970413	0.5714285714285714	0.1168091168091168
0034C864	2019-10-21T15:50:29Z	1571673029000	0.8875739644970413	0.5714285714285714	0.1168091168091168
0034C864	2019-10-21T15:57:49Z	1571673469000	0.8816568047337279	0.5714285714285714	0.10351377018043685
0034C864	2019-10-21T16:05:09Z	1571673909000	0.8816568047337279	0.5714285714285714	0.1087369420702754
0034C864	2019-10-21T16:12:28Z	1571674348000	0.8816568047337279	0.5714285714285714	0.10208926875593542
0034C864	2019-10-21T16:19:47Z	1571674787000	0.8757396449704141	0.5714285714285714	0.09306742640075974
0034C864	2019-10-21T16:27:08Z	1571675228000	0.8757396449704141	0.5714285714285714	0.09544159544159544
0034C864	2019-10-21T16:34:27Z	1571675667000	0.8757396449704141	0.5714285714285714	0.09116809116809117
0034C864	2019-10-21T16:41:47Z	1571676107000	0.8757396449704141	0.5714285714285714	0.08499525166191833
0034C864	2019-10-21T16:49:06Z	1571676546000	0.8698224852071005	0.5714285714285714	0.07739791073124407
